SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
2594,2,3,Urban,1988,316380.8700099688,0,0,1
1972,5,3,Rural,2015,264579.24424796307,1,0,0
1437,2,2,Urban,1998,210263.37347540172,0,0,1
2067,4,2,Rural,1991,200251.69208381412,1,0,0
2295,3,2,Rural,1963,216608.41161162563,1,0,0
2925,4,1,Suburb,2013,252138.48453607905,0,1,0
2037,4,1,Suburb,2014,222507.80082064072,0,1,0
2394,3,1,Rural,1961,231585.52795964788,1,0,0
2135,5,2,Urban,2020,201302.36401509776,0,0,1
2402,2,2,Urban,1994,171689.0279778648,0,0,1
1313,5,3,Suburb,1956,156629.9690658191,0,1,0
2438,3,1,Rural,1972,245983.32312422813,1,0,0
2763,5,2,Suburb,2010,325022.5890049164,0,1,0
1484,3,1,Suburb,2014,113712.6845435542,0,1,0
1168,4,1,Rural,2004,68718.29455054534,1,0,0
1887,5,2,Suburb,1985,212564.1096575174,0,1,0
1802,2,1,Urban,1992,255583.97627461184,0,0,1
1245,2,1,Suburb,1959,239040.5389199035,0,1,0
1265,3,2,Rural,1962,126388.7774272942,1,0,0
1848,4,2,Urban,2012,187426.20446101617,0,0,1
1242,5,1,Urban,2007,59456.4281926845,0,0,1
2693,5,3,Urban,1980,325564.6604185868,0,0,1
2323,3,3,Suburb,1992,222247.82472893212,0,1,0
2974,5,3,Urban,1972,302318.7843295039,0,0,1
2350,2,2,Rural,1984,238433.4612472841,1,0,0
1529,2,3,Urban,2008,224221.7187259971,0,0,1
2618,5,2,Rural,2004,304067.90459494496,1,0,0
1846,5,1,Rural,1977,244231.77294061263,1,0,0
2766,4,2,Suburb,1997,386668.47544057225,0,1,0
2003,4,3,Urban,1968,194380.7621173452,0,0,1
1341,5,3,Rural,1965,204144.68266084,1,0,0
2788,5,3,Urban,1988,294402.7070106976,0,0,1
2702,3,3,Rural,2016,242475.48970317715,1,0,0
2577,4,3,Suburb,1954,291407.6599056395,0,1,0
2272,5,1,Urban,1986,318424.68603441457,0,0,1
1759,3,1,Urban,1975,228881.5487926231,0,0,1
2973,4,1,Rural,1977,278818.49180115684,1,0,0
2403,3,1,Rural,2004,202530.6406957937,1,0,0
1797,5,2,Suburb,1975,220330.55416314868,0,1,0
1531,2,3,Suburb,1983,165690.22974145034,0,1,0
2917,2,3,Suburb,2017,247542.63839154635,0,1,0
1863,2,1,Urban,1956,239462.96236505112,0,0,1
2404,2,1,Rural,1983,222120.1281471899,1,0,0
1041,5,1,Rural,1994,106409.27917239918,1,0,0
2368,2,2,Urban,1993,314280.27906781004,0,0,1
1598,2,2,Urban,1954,180219.69487730076,0,0,1
2284,5,1,Rural,1994,302864.233050146,1,0,0
1305,4,3,Rural,1989,178603.64642176736,1,0,0
1808,4,2,Urban,1974,277866.46381548134,0,0,1
1861,4,1,Urban,1959,131936.55932758428,0,0,1
2263,3,1,Suburb,1985,295901.4436291991,0,1,0
1678,4,1,Suburb,1993,233860.53326100187,0,1,0
2336,5,3,Suburb,1970,270147.1189992621,0,1,0
1730,4,2,Suburb,1970,190556.96263992667,0,1,0
1440,3,3,Urban,1988,169998.01923228387,0,0,1
1932,3,2,Suburb,1991,117579.55315248248,0,1,0
1902,2,3,Rural,1987,289189.65563716687,1,0,0
1132,5,2,Suburb,1953,132134.5702834332,0,1,0
1718,4,3,Rural,1995,223568.39098992484,1,0,0
1050,4,1,Suburb,1994,205549.30829706765,0,1,0
1617,5,3,Rural,2003,172454.62911476786,1,0,0
1391,5,1,Rural,1968,162303.15408253882,1,0,0
1695,5,3,Suburb,1967,213951.897439006,0,1,0
2736,5,1,Rural,1987,345579.2658911026,1,0,0
1522,5,1,Urban,1967,169711.1214373094,0,0,1
2789,5,3,Urban,2004,227966.82743567857,0,0,1
1507,5,3,Urban,1996,113224.91576241898,0,0,1
2685,3,3,Urban,1954,288547.09812418534,0,0,1
1353,2,3,Urban,1976,86026.99907353394,0,0,1
1866,4,3,Rural,1972,119588.47994627876,1,0,0
1972,3,1,Rural,1954,243613.4813273917,1,0,0
2418,3,1,Rural,1958,307346.36360624025,1,0,0
1955,4,2,Suburb,2020,224870.8189314121,0,1,0
1095,3,2,Urban,1950,156412.7468112274,0,0,1
1105,5,2,Rural,1986,117022.8052031158,1,0,0
2678,3,3,Suburb,1976,326452.4832971968,0,1,0
1677,4,3,Suburb,1987,126938.09637055836,0,1,0
1512,2,3,Urban,2008,250803.82004700103,0,0,1
2581,4,3,Rural,1991,248888.21203634783,1,0,0
2265,2,1,Urban,2021,204051.32856177035,0,0,1
1855,5,1,Suburb,1970,158435.06366226022,0,1,0
2962,3,1,Suburb,1962,274000.48960686044,0,1,0
2511,4,2,Rural,1983,233853.94251929107,1,0,0
1789,4,2,Suburb,1966,145892.15183127508,0,1,0
1514,2,1,Rural,1998,152667.8796250181,1,0,0
2677,3,1,Rural,1973,271076.691932581,1,0,0
1897,4,1,Urban,2005,189678.663714562,0,0,1
2084,4,1,Rural,1994,266365.75657693576,1,0,0
2439,3,1,Suburb,1985,325600.0353226933,0,1,0
2007,5,2,Urban,1992,210906.06559285865,0,0,1
2317,2,3,Suburb,1982,314205.761622308,0,1,0
1736,4,3,Urban,1984,116667.31547991214,0,0,1
1301,3,1,Rural,1978,152220.72699780302,1,0,0
2193,5,3,Suburb,2017,288223.55363752454,0,1,0
1645,4,1,Rural,1962,199409.3531862518,1,0,0
2064,5,1,Suburb,1979,250815.40879198292,0,1,0
1230,4,3,Urban,2015,129968.57812352876,0,0,1
2432,4,3,Suburb,2002,301321.6258075242,0,1,0
1737,5,3,Suburb,1991,235053.63465586485,0,1,0
2674,2,1,Suburb,1976,258723.43887729608,0,1,0
2645,5,2,Urban,2016,333776.5510808912,0,0,1
1996,3,1,Urban,1975,261967.62330422923,0,0,1
1296,4,3,Urban,2010,111704.94112227796,0,0,1
1454,5,1,Urban,1992,187821.8639789367,0,0,1
2080,5,2,Rural,1973,236672.04244716495,1,0,0
1941,4,2,Urban,1960,223065.24285306784,0,0,1
2658,4,1,Urban,1979,309377.1265539519,0,0,1
1239,5,1,Rural,1952,158398.8787783191,1,0,0
2621,2,2,Urban,1957,256762.22251247783,0,0,1
2199,4,3,Rural,1978,202725.3663644501,1,0,0
2086,5,3,Suburb,1997,192814.50959733472,0,1,0
1550,3,1,Suburb,1986,282871.39909277525,0,1,0
1137,2,3,Rural,1975,171427.72836838587,1,0,0
1453,3,3,Rural,1961,199637.65762706788,1,0,0
2776,4,1,Rural,1968,268204.53539333266,1,0,0
2472,4,3,Rural,1976,284973.8045058909,1,0,0
2249,2,2,Rural,2002,306953.8015732869,1,0,0
1442,4,1,Urban,1970,198057.6805294653,0,0,1
2229,3,2,Rural,1977,194640.1620237237,1,0,0
2699,5,3,Rural,2020,276824.5814302931,1,0,0
1026,5,2,Suburb,2007,110499.11052589717,0,1,0
1456,3,2,Urban,2012,135940.5243856832,0,0,1
1694,3,2,Suburb,1976,204143.2504792086,0,1,0
1709,4,2,Urban,2019,162969.8586526586,0,0,1
1848,4,2,Rural,1998,265168.7494063954,1,0,0
1948,2,1,Urban,2020,267322.2628654206,0,0,1
1106,5,1,Urban,1993,139966.2383407693,0,0,1
1443,2,2,Suburb,2007,124403.15413788744,0,1,0
2724,3,2,Suburb,1990,301999.60449943703,0,1,0
1035,3,3,Rural,1958,67728.09636866361,1,0,0
1596,2,1,Suburb,2017,146137.70384203663,0,1,0
1154,2,1,Urban,1991,116554.3254798103,0,0,1
2192,5,3,Suburb,2006,253620.44301741236,0,1,0
1795,3,3,Urban,1962,174600.80912256768,0,0,1
1271,2,1,Suburb,2014,145946.8146050498,0,1,0
2570,5,3,Rural,1998,315957.3211151864,1,0,0
2443,4,1,Rural,2020,263395.9336505278,1,0,0
2207,4,2,Urban,1977,257359.4178769814,0,0,1
2634,5,1,Suburb,2006,286595.15699792566,0,1,0
2260,2,3,Suburb,1992,285389.25272371573,0,1,0
2938,5,1,Suburb,1986,409278.4039218392,0,1,0
2532,5,2,Urban,1973,233956.2415899917,0,0,1
2464,2,2,Rural,2017,269139.62107440573,1,0,0
1980,4,1,Rural,2002,198654.51605006185,1,0,0
1121,5,2,Suburb,1963,135798.5998262764,0,1,0
2440,4,2,Urban,1959,255750.770544184,0,0,1
2558,5,1,Suburb,1969,246121.559925738,0,1,0
2398,3,2,Urban,1991,269008.9617624255,0,0,1
2598,2,1,Urban,2015,333331.61640642985,0,0,1
2349,4,2,Suburb,1985,225040.7855343656,0,1,0
2503,2,3,Urban,1980,232894.73004100195,0,0,1
1149,4,1,Suburb,2011,65789.65442246864,0,1,0
1706,4,3,Urban,1993,156970.81309528498,0,0,1
1994,2,3,Rural,1983,278516.14684338274,1,0,0
2615,5,3,Urban,2001,390300.7672845677,0,0,1
2513,5,2,Suburb,1991,348805.52569827944,0,1,0
2850,3,1,Suburb,1971,321551.46489709854,0,1,0
1152,4,1,Suburb,2020,144462.6173971873,0,1,0
2040,2,3,Urban,2018,268153.74111698684,0,0,1
1550,4,3,Rural,2007,176524.59448180711,1,0,0
1844,5,2,Urban,1990,223079.18625881508,0,0,1
2371,2,1,Urban,2008,158110.32859025197,0,0,1
2482,2,1,Urban,2000,370742.2108545397,0,0,1
2225,4,2,Rural,2002,265805.48530861747,1,0,0
2446,3,1,Urban,1951,327993.021131048,0,0,1
1279,5,3,Urban,1975,124101.22394099632,0,0,1
1421,5,3,Rural,2016,180202.6553325749,1,0,0
2623,4,1,Urban,1997,279651.436049122,0,0,1
1992,4,3,Urban,1952,152935.9582473531,0,0,1
2488,3,1,Urban,2006,280683.1799578527,0,0,1
2976,5,1,Suburb,1990,353801.8214402308,0,1,0
2835,3,2,Rural,1967,360861.19917530206,1,0,0
1803,2,2,Suburb,1993,224220.6659727344,0,1,0
1354,2,1,Rural,2005,164262.99630955115,1,0,0
2605,3,3,Urban,1997,257813.9861314844,0,0,1
1377,3,2,Rural,1966,125722.11808875827,1,0,0
2147,4,3,Urban,2019,291157.2204011864,0,0,1
1079,5,1,Suburb,2003,195326.2996731233,0,1,0
2580,5,3,Urban,1964,333132.6065157007,0,0,1
1987,5,1,Urban,1997,186428.263492429,0,0,1
1232,3,3,Suburb,2018,165878.27642728933,0,1,0
2503,4,1,Rural,1983,207087.6456095361,1,0,0
1153,4,2,Suburb,1992,207805.474131546,0,1,0
1906,4,2,Rural,1998,153261.0143237167,1,0,0
2715,3,3,Rural,2019,257061.98341667088,1,0,0
2432,3,3,Urban,2013,343935.0720142147,0,0,1
2054,4,2,Suburb,1971,258642.4267635605,0,1,0
2620,3,2,Rural,2010,244579.94118857116,1,0,0
2580,2,1,Suburb,1991,273937.18192940764,0,1,0
2526,5,2,Suburb,1984,389120.21463776747,0,1,0
1370,5,1,Suburb,2002,156033.38183919582,0,1,0
1322,5,2,Suburb,1998,153087.2205954621,0,1,0
1331,2,1,Urban,2018,92531.68429173714,0,0,1
1242,4,1,Urban,1971,142952.19124221423,0,0,1
2575,5,1,Urban,1984,286832.7965666915,0,0,1
1429,3,3,Rural,2019,214270.2571232241,1,0,0
2205,2,1,Suburb,1998,242540.97758783653,0,1,0
1808,4,2,Urban,1997,226673.61432502745,0,0,1
2496,2,2,Urban,1960,300578.1155130454,0,0,1
1375,5,2,Urban,1986,207382.8497481245,0,0,1
1080,4,1,Rural,1998,124560.98616877814,1,0,0
2573,5,3,Suburb,1965,280407.3525945124,0,1,0
2891,4,1,Suburb,2018,336817.70840438415,0,1,0
1419,5,3,Urban,1968,221080.8127651838,0,0,1
1466,4,3,Suburb,1979,227503.9984384483,0,1,0
2451,2,2,Rural,1980,238218.6094253398,1,0,0
2080,4,2,Urban,1968,206839.7343407746,0,0,1
2345,4,2,Suburb,2020,343005.3022163868,0,1,0
2565,2,1,Rural,1955,301875.5400879107,1,0,0
2518,4,2,Urban,1994,246837.08491992712,0,0,1
2289,2,2,Suburb,2011,305121.6362623328,0,1,0
2250,5,1,Rural,1968,117180.87811464384,1,0,0
1828,5,1,Suburb,1978,213058.0109737724,0,1,0
2982,5,3,Rural,1997,298293.13806226687,1,0,0
1803,4,3,Urban,1991,168443.27697555273,0,0,1
2077,3,1,Urban,2020,288326.8059156209,0,0,1
2632,3,1,Suburb,2015,305990.4478604967,0,1,0
2984,5,3,Urban,1999,305297.3233759105,0,0,1
1977,2,2,Rural,2012,333636.6868241775,1,0,0
1003,4,3,Rural,2011,109175.00242836797,1,0,0
2462,2,2,Urban,1985,276805.73887136864,0,0,1
2333,4,3,Urban,1959,224179.027132401,0,0,1
2902,2,2,Rural,2003,440910.2618984839,1,0,0
1602,5,3,Rural,1992,160593.2052048255,1,0,0
2112,3,2,Rural,1965,185202.5404416453,1,0,0
1319,2,3,Suburb,1998,152827.870830791,0,1,0
2398,5,1,Suburb,1995,357606.4726785885,0,1,0
2627,3,3,Suburb,1964,218176.230533592,0,1,0
1500,3,1,Rural,1954,119757.90993129884,1,0,0
2685,3,3,Urban,2018,327734.9044181026,0,0,1
2257,2,1,Rural,2017,169494.41708249427,1,0,0
2944,2,3,Suburb,2004,379489.0148291226,0,1,0
2360,3,3,Suburb,1957,251381.16982288143,0,1,0
1570,2,1,Urban,2007,172571.4258518557,0,0,1
1184,5,1,Rural,2003,113140.2462953339,1,0,0
2461,4,1,Suburb,1954,240119.6245055448,0,1,0
1555,3,2,Rural,1993,146829.70142171084,1,0,0
2203,4,3,Urban,1956,290679.2260416099,0,0,1
2099,3,2,Urban,1955,288978.68189843494,0,0,1
2679,4,2,Urban,2005,371759.4034799403,0,0,1
2636,3,2,Rural,1968,289856.4622879493,1,0,0
1892,5,2,Rural,1987,202829.74552666373,1,0,0
2295,3,1,Urban,2011,221162.9124677553,0,0,1
1054,5,1,Rural,2018,56002.43913366059,1,0,0
2724,3,2,Urban,1996,207053.04177493704,0,0,1
1862,2,2,Rural,1959,194896.24157405144,1,0,0
2870,4,1,Rural,2000,311424.416033921,1,0,0
1076,5,1,Urban,1956,121370.08976175897,0,0,1
1295,3,2,Urban,1965,160242.48901537014,0,0,1
2242,2,2,Urban,1979,360044.5147544718,0,0,1
2300,3,1,Rural,2011,249378.9545032045,1,0,0
2601,4,1,Urban,1986,326440.7373623371,0,0,1
2671,3,3,Suburb,1963,302152.62094765744,0,1,0
1745,2,3,Rural,1997,161550.72295641835,1,0,0
2734,3,3,Rural,1966,268890.6678222521,1,0,0
2289,3,3,Urban,1957,234117.83647983545,0,0,1
2976,5,2,Rural,1962,428265.9305918744,1,0,0
1899,5,1,Rural,1978,204905.2977896905,1,0,0
1042,3,2,Rural,2016,204066.45904099217,1,0,0
2384,3,3,Suburb,2021,244902.3662477112,0,1,0
2251,2,3,Suburb,1954,247246.7975501011,0,1,0
1226,3,2,Urban,2011,133642.09008733113,0,0,1
2086,4,2,Rural,1985,219686.81017555008,1,0,0
1170,5,1,Suburb,1984,138015.55832292745,0,1,0
1962,4,3,Urban,1999,220226.40626603784,0,0,1
1761,3,3,Urban,1954,239325.4134043374,0,0,1
1849,2,2,Urban,1962,114223.20022081722,0,0,1
2785,4,1,Rural,1973,422390.8073700567,1,0,0
1306,3,2,Urban,1974,195759.314174682,0,0,1
2773,5,2,Rural,1958,222183.29111799737,1,0,0
1567,3,2,Urban,1973,161601.27987237793,0,0,1
2706,5,3,Urban,1977,320820.6826402042,0,0,1
2943,2,1,Rural,2003,255738.6610821676,1,0,0
1991,5,2,Rural,2019,124112.61431179264,1,0,0
1033,3,2,Suburb,1967,130042.07792958229,0,1,0
1826,2,1,Urban,2002,234166.64773346653,0,0,1
2665,5,3,Rural,2009,291723.0372227634,1,0,0
1129,5,2,Urban,2018,214619.59165884857,0,0,1
2417,4,2,Urban,1982,292805.770991861,0,0,1
2174,5,3,Suburb,1958,185368.41045430535,0,1,0
1654,3,3,Suburb,2000,117098.35806860728,0,1,0
1629,2,3,Urban,1996,152874.42589634992,0,0,1
2739,3,2,Rural,2002,366567.5947426609,1,0,0
2407,5,3,Urban,2018,243068.3725257751,0,0,1
2770,3,2,Urban,1999,184668.33597248956,0,0,1
2040,4,3,Rural,2010,206693.8972541489,1,0,0
1593,3,2,Urban,1955,187501.35421470512,0,0,1
2037,2,3,Rural,1990,230874.40374439495,1,0,0
1080,2,2,Rural,2011,283002.77309283183,1,0,0
2230,5,1,Rural,1978,245551.55307322947,1,0,0
1203,2,3,Rural,2002,108935.7184878746,1,0,0
2402,3,3,Suburb,1983,228337.8610491765,0,1,0
2807,5,1,Rural,1971,386144.2452136474,1,0,0
2567,3,2,Rural,1987,276153.8137861839,1,0,0
1022,4,1,Urban,1952,130734.18360179572,0,0,1
1613,3,1,Rural,2002,103521.54879623976,1,0,0
2185,2,2,Suburb,1997,224123.42897411957,0,1,0
2633,2,3,Urban,1975,265103.0945312508,0,0,1
1143,4,3,Suburb,1975,162392.21636275586,0,1,0
2953,5,3,Urban,2018,213506.4669743605,0,0,1
1103,2,1,Suburb,1977,150400.5136176126,0,1,0
2405,2,2,Urban,1969,331955.76565325423,0,0,1
2478,2,3,Urban,2001,246393.5867499772,0,0,1
2440,4,2,Rural,1986,212549.22038854528,1,0,0
1323,4,1,Suburb,1990,205143.44792729573,0,1,0
2194,2,3,Rural,2006,167956.01352543134,1,0,0
1575,5,1,Urban,1959,239431.67404411177,0,0,1
2779,2,2,Rural,2010,368679.3769584847,1,0,0
2606,3,3,Rural,2009,291830.01358124765,1,0,0
1273,3,3,Suburb,2004,168175.97442082796,0,1,0
1451,5,3,Rural,1952,184459.78986254445,1,0,0
1880,2,3,Suburb,2013,186296.1716777453,0,1,0
1124,5,1,Rural,2019,176440.70502284454,1,0,0
2406,3,1,Urban,1975,261109.5397395876,0,0,1
1316,2,2,Rural,1966,143253.8468251685,1,0,0
2866,2,3,Rural,1974,301254.9797605464,1,0,0
1106,3,2,Urban,2012,118703.92257329664,0,0,1
2683,5,1,Rural,1976,244427.73479486007,1,0,0
1906,5,2,Rural,1962,230193.29459791456,1,0,0
2486,4,1,Urban,1963,273754.3929007387,0,0,1
1429,4,3,Rural,1969,150972.88753920098,1,0,0
1703,4,2,Rural,1998,161741.4934825496,1,0,0
2360,5,3,Urban,1992,308514.36918479524,0,0,1
2761,2,1,Urban,2002,307656.121446616,0,0,1
2777,2,2,Urban,1956,229057.9877652402,0,0,1
2519,4,2,Urban,1972,242943.2713097995,0,0,1
1971,5,3,Urban,2012,338632.3857217217,0,0,1
1361,4,3,Rural,1974,105404.22198506152,1,0,0
1795,5,3,Suburb,1951,172269.7134282291,0,1,0
1431,5,2,Urban,2010,151166.93038525237,0,0,1
1674,4,1,Rural,1972,252806.57607588987,1,0,0
2543,2,3,Urban,1980,348855.535523366,0,0,1
1858,2,3,Suburb,1962,138549.75432244653,0,1,0
2429,5,1,Urban,2003,195778.89604004647,0,0,1
2013,3,2,Urban,1988,198139.88356070488,0,0,1
2400,3,2,Suburb,1960,261080.10040050908,0,1,0
2175,3,1,Rural,2015,325416.58124571113,1,0,0
2345,4,3,Rural,1979,204343.6408065221,1,0,0
2630,2,2,Rural,2014,340157.4105234837,1,0,0
2237,3,3,Urban,1960,274590.45766265865,0,0,1
1575,3,3,Rural,2001,213383.84207375595,1,0,0
2088,3,1,Urban,2007,252848.19360734013,0,0,1
1892,3,2,Urban,1963,250329.6206045669,0,0,1
1269,4,1,Suburb,2013,202387.01532976437,0,1,0
2560,2,2,Suburb,1958,267313.0825060057,0,1,0
2123,2,3,Urban,1997,182150.07873061064,0,0,1
2128,2,3,Urban,1950,292774.2445552284,0,0,1
2154,3,2,Urban,1989,191349.95057434967,0,0,1
2412,5,2,Suburb,2007,260527.3808862515,0,1,0
2344,4,3,Urban,2011,259444.9119791332,0,0,1
1437,4,3,Rural,2019,193471.54046984037,1,0,0
2042,4,1,Rural,2007,254734.0646960392,1,0,0
1224,2,3,Rural,1986,102628.7284235548,1,0,0
2641,2,3,Urban,1996,370816.37765170936,0,0,1
2589,4,2,Urban,1983,359468.13597781106,0,0,1
1989,3,1,Rural,1968,228030.12674957156,1,0,0
1459,5,1,Suburb,2014,172176.3028851727,0,1,0
1393,2,2,Rural,2008,114812.25755307582,1,0,0
2249,2,2,Suburb,1951,239402.20034491108,0,1,0
1911,3,1,Urban,1968,211044.71784044305,0,0,1
2383,3,2,Rural,1996,169955.94507591872,1,0,0
2453,2,2,Urban,1976,305464.1202098519,0,0,1
2948,3,1,Urban,1957,426840.39930307074,0,0,1
1014,3,2,Urban,2017,102426.00613954848,0,0,1
1559,3,2,Urban,1986,179744.71745809898,0,0,1
2674,5,1,Suburb,1972,354433.9306600843,0,1,0
2003,5,1,Urban,2018,182934.18328275604,0,0,1
2569,5,2,Suburb,2003,190068.76011548005,0,1,0
2955,3,3,Rural,1963,313959.4331834167,1,0,0
1413,3,3,Urban,1993,212666.37716703917,0,0,1
2378,5,2,Urban,1977,238404.36613989767,0,0,1
2480,5,2,Rural,1955,251641.07077768332,1,0,0
2745,4,3,Suburb,1964,237869.8609984084,0,1,0
2554,2,1,Rural,1990,170670.84327738782,1,0,0
1998,5,3,Rural,2017,277463.70148315874,1,0,0
2219,4,3,Rural,1986,361605.9358177593,1,0,0
2861,4,1,Rural,2006,375288.873541712,1,0,0
1114,5,2,Suburb,2014,161986.80249984303,0,1,0
2440,4,1,Urban,1954,239603.15627707585,0,0,1
2375,5,2,Urban,1979,330741.01754869975,0,0,1
1975,2,2,Suburb,2014,239028.3448616405,0,1,0
2098,2,3,Rural,1968,174016.2826616389,1,0,0
2685,2,1,Suburb,1977,206604.95954559883,0,1,0
1035,5,2,Suburb,1973,73589.52591343701,0,1,0
1241,4,1,Urban,2021,136152.45187507037,0,0,1
2686,5,2,Urban,1960,326815.92124393414,0,0,1
1062,2,1,Rural,1959,150120.8673495293,1,0,0
1665,4,1,Suburb,2002,155176.20359188944,0,1,0
1508,3,2,Urban,1955,173861.43134274008,0,0,1
1187,2,1,Urban,2013,177319.18479008024,0,0,1
1734,5,2,Rural,1964,217794.29923353475,1,0,0
1092,5,2,Suburb,1975,103836.81606319216,0,1,0
1004,5,1,Rural,1970,80593.19509219963,1,0,0
2461,3,3,Suburb,2009,176385.02099853702,0,1,0
2189,4,1,Suburb,1980,191694.24600445371,0,1,0
2469,5,2,Rural,1960,282968.96729603177,1,0,0
1024,5,2,Suburb,1958,149400.17970397256,0,1,0
1507,5,2,Urban,1956,274691.7667082581,0,0,1
1097,2,1,Rural,1986,162596.97563460114,1,0,0
2291,2,3,Urban,1976,279534.2394133135,0,0,1
1661,3,3,Rural,1953,209431.1978367104,1,0,0
2416,4,2,Urban,2000,195731.3971041974,0,0,1
2787,4,2,Urban,2000,215504.18286187068,0,0,1
2619,5,3,Suburb,1971,370979.6386027185,0,1,0
2308,5,2,Rural,1956,214451.5083603596,1,0,0
1683,2,2,Suburb,1956,256803.2598256201,0,1,0
2756,2,2,Suburb,1997,242859.1551041017,0,1,0
2132,2,2,Rural,1956,287172.8045348999,1,0,0
1026,2,3,Rural,1953,141758.60550392518,1,0,0
2781,5,3,Rural,1973,387570.4763807284,1,0,0
1054,2,3,Urban,2000,27010.313508235457,0,0,1
2156,4,1,Urban,1968,287768.12236185325,0,0,1
2075,2,3,Suburb,1961,133730.6237750995,0,1,0
2516,3,2,Rural,2010,290383.9708458203,1,0,0
2788,2,1,Suburb,1953,273603.8747027673,0,1,0
1780,5,2,Suburb,1997,259323.2690371908,0,1,0
1297,5,2,Rural,2011,149950.10938276618,1,0,0
2422,5,1,Suburb,1981,232390.34153756665,0,1,0
2614,2,2,Urban,1993,277365.1676051867,0,0,1
2041,4,2,Rural,1991,196578.5595292609,1,0,0
1817,5,1,Rural,1993,195872.25951899856,1,0,0
2793,4,3,Urban,2014,288704.6971336395,0,0,1
1854,5,2,Rural,1996,158162.97185975965,1,0,0
2642,5,3,Rural,1956,341975.28787249245,1,0,0
2932,4,2,Urban,2012,296342.1704945788,0,0,1
2987,3,2,Suburb,1983,333517.876505995,0,1,0
1558,5,2,Suburb,1996,225511.92046079223,0,1,0
2269,4,1,Urban,1974,215109.4370744259,0,0,1
1502,5,3,Urban,2017,218398.45322491985,0,0,1
2112,2,2,Suburb,1989,213118.8212047837,0,1,0
1202,4,3,Urban,1959,133944.4411875359,0,0,1
1945,5,2,Rural,1955,260383.3237536857,1,0,0
1239,3,1,Suburb,1981,145726.93584206997,0,1,0
1489,2,3,Urban,1980,174384.33607717685,0,0,1
2803,5,1,Rural,1975,350515.02753292216,1,0,0
2036,2,3,Urban,1992,218523.9217148968,0,0,1
1648,3,3,Urban,1974,222590.242268601,0,0,1
2338,4,3,Suburb,2020,234001.96644296133,0,1,0
1684,5,2,Urban,2016,223503.88172989865,0,0,1
2765,4,1,Rural,1954,299780.78363039147,1,0,0
2221,5,2,Urban,1993,283750.5730098759,0,0,1
1242,5,2,Suburb,2020,66857.67526954258,0,1,0
1506,4,1,Rural,2014,197431.38774009477,1,0,0
2066,4,3,Suburb,2011,259597.85198125144,0,1,0
2353,5,1,Suburb,1993,290927.8696827932,0,1,0
2814,3,2,Suburb,2021,338913.0781668098,0,1,0
2614,3,2,Urban,1998,257664.89152594685,0,0,1
2452,5,3,Urban,1967,253345.28301251284,0,0,1
2814,4,2,Urban,1979,266295.08922482305,0,0,1
2767,3,2,Rural,1960,239809.8215136035,1,0,0
1612,5,2,Suburb,1964,251253.00278465735,0,1,0
1161,2,2,Rural,1998,132719.86045309473,1,0,0
1655,5,2,Urban,1982,272385.6212569871,0,0,1
1958,4,2,Rural,1999,196378.4750285309,1,0,0
1620,5,1,Suburb,1963,146165.69808345503,0,1,0
2458,2,2,Rural,1978,211183.2238376948,1,0,0
2256,2,3,Rural,1997,351405.8316996047,1,0,0
1110,5,3,Rural,2008,50290.21313006936,1,0,0
2951,2,1,Urban,1967,331076.763043687,0,0,1
1933,5,2,Urban,2012,202142.2124804542,0,0,1
2255,4,1,Suburb,1974,119613.5126681255,0,1,0
2975,4,1,Suburb,1963,273662.818328126,0,1,0
1749,4,3,Urban,2011,163510.6358052254,0,0,1
1708,3,3,Urban,1986,180216.8529905585,0,0,1
1272,5,1,Rural,1981,155240.52129498986,1,0,0
2621,4,2,Rural,2009,221685.9098922186,1,0,0
1806,5,3,Urban,2004,193897.87695698664,0,0,1
1040,2,2,Rural,1999,71016.63065842565,1,0,0
1559,4,2,Suburb,2008,191335.32364734763,0,1,0
1465,3,1,Urban,1957,189935.29946712777,0,0,1
2947,4,1,Rural,1975,307539.9557042544,1,0,0
2100,3,2,Suburb,1953,282265.0790331766,0,1,0
2713,2,3,Urban,2009,263513.42357391765,0,0,1
1489,5,3,Urban,1962,137881.1844540988,0,0,1
2792,2,3,Urban,1974,349496.7766029393,0,0,1
1116,2,3,Rural,2010,110522.40554325456,1,0,0
1433,2,2,Rural,1975,89640.01684217075,1,0,0
2042,2,3,Urban,2000,206820.9628683049,0,0,1
1993,2,3,Urban,1965,211705.24799422623,0,0,1
2594,5,1,Rural,1958,240713.18569254747,1,0,0
1195,3,3,Rural,1993,158786.2614649611,1,0,0
1618,2,1,Rural,1980,240879.93883482617,1,0,0
2474,4,3,Urban,1972,207466.2666283629,0,0,1
1424,3,1,Rural,1986,185062.0564995769,1,0,0
2417,3,2,Urban,2002,361200.16038991127,0,0,1
2307,4,3,Urban,1952,277447.91780520807,0,0,1
1033,4,1,Urban,1972,101717.8800603944,0,0,1
1294,4,3,Suburb,1992,187497.7037534954,0,1,0
2006,4,2,Urban,2020,175521.6470219778,0,0,1
2274,4,2,Urban,2015,227072.6406838743,0,0,1
2661,2,2,Urban,2008,334629.65714473824,0,0,1
1338,3,2,Rural,2013,208784.7811991345,1,0,0
1617,4,3,Rural,1965,166360.1125477585,1,0,0
2463,4,2,Suburb,1968,308844.77012735046,0,1,0
